kategori,judul,link,waktu_lengkap,waktu_relatif,gambar,isi_berita
Moneter,Purbaya Sebut Bank RI Siap Pungut Pajak Transaksi Digital Luar Negeri,https://finance.detik.com/moneter/d-8654414/purbaya-sebut-bank-ri-siap-pungut-pajak-transaksi-digital-luar-negeri,"Selasa, 08 Sep 2026 20:05 WIB","Selasa, 08 Sep 2026 20:05 WIB",https://awsimages.detik.net.id/community/media/visual/2026/09/02/purbaya-1788337519390_43.jpeg?w=210&q=90,"Perbankan nasional siap memungut pajak atas transaksi digital luar negeri. Hal tersebut dipastikan setelah melakukan berbagai tes terhadap puluhan perbankan domestik.

Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa, mengatakan implementasi kebijakan ini akan dimulai oleh Himpunan Bank Milik Negara (Himbara). Kebijakan ini rencananya akan diimplementasikan pada 10 September 2026.

""Sudah siap semua, peserta sudah dites, kita sudah tes berapa puluh bank-bank. Himbara akan segera mulai jalan. Nanti akan kita implementasi ke bank-bank lain secara bertahap,"" ujar Purbaya kepada wartawan di kawasan Sunter, Jakarta Utara, Selasa (8/9/2026).

Purbaya mengatakan, ada empat bank plat merah yang siap mengimplementasikan kebijakan tersebut. Meski begitu, ia mengaku belum melihat berapa besar potensi dari pemungutan pajak tersebut.

""Saya belum bisa hitung, karena itu akan ditarik dari yang sebelumnya belum kita tarik. Jadi saya gak tau potensinya. Kalau janji vendornya sih gede, cuman saya sangsi Itu akan terbukti dalam waktu dekat. Jadi saya harus hati-hati untuk prediksi potensi dari situ,"" pungkasnya.

Sebagai informasi, kebijakan ini masuk dalam Sistem Pemungutan Pajak atas Transaksi Digital Luar Negeri (SPP-TDLN) yang rencananya diterapkan pada 10 September 2026. Dalam hal ini, pemerintah menunjuk PT Jalin Pembayaran Nusantara (Jalin) penyelenggara SPP-TDLN berdasarkan Peraturan Presiden Nomor 68 Tahun 2025."
Https:,"Video: 4,5 Juta Keluarga Ajukan Diri untuk Dapat Bansos pada 2026",https://20.detik.com/detikupdate/20260908-260908066/video-45-juta-keluarga-ajukan-diri-untuk-dapat-bansos-pada-2026,"Selasa, 08 Sep 2026 19:50 WIB","Selasa, 08 Sep 2026 19:50 WIB",https://awsimages.detik.net.id/community/media/visual/2026/09/01/mensos-buka-akses-koreksi-data-desil-masyarakat-bisa-lapor-lewat-wa-1788228861571_43.jpeg?w=210&q=90,
Berita Ekonomi Bisnis,7 Rekomendasi Jasa Forwarder Import Barang dari China ke Indonesia,https://finance.detik.com/berita-ekonomi-bisnis/d-8654391/7-rekomendasi-jasa-forwarder-import-barang-dari-china-ke-indonesia,"Selasa, 08 Sep 2026 19:40 WIB","Selasa, 08 Sep 2026 19:40 WIB",https://awsimages.detik.net.id/community/media/visual/2026/09/08/ilustrasi-pelabunan-peti-kemas-1788871229542_43.jpeg?w=210&q=90,"Mengimpor barang dari China ke Indonesia semakin banyak dilakukan oleh pelaku usaha, mulai dari reseller dan UMKM hingga perusahaan dengan kebutuhan kargo dalam jumlah besar. Dalam proses import China ke Indonesia, jasa forwarder berperan membantu pengiriman barang dari supplier di China hingga proses customs clearance dan pengantaran di Indonesia.

Saat ini tersedia berbagai jasa import China dengan karakteristik layanan yang berbeda. Ada yang lebih cocok untuk pembelian kecil dari marketplace seperti Taobao dan 1688, sementara lainnya memiliki kapasitas untuk menangani pengiriman dalam jumlah besar menggunakan kontainer.

Berikut 7 jasa forwarder China Indonesia yang dapat dipertimbangkan berdasarkan karakteristik layanan masing-masing.

1. Natindo Cargo

Natindo Cargomenjadi salah satu pilihan forwarder China Indonesia yang melayani berbagai skala kebutuhan import. Salah satu indikator yang dapat diperhatikan calon pelanggan adalah jumlah ulasan di Google Maps yang telah mencapai 500+ ulasan, dengan rating sekitar 4,5 bintang.

Banyaknya ulasan dapat menjadi referensi tambahan untuk melihat pengalaman pelanggan yang telah menggunakan layanan Natindo.

Dengan pengalaman lebih dari 10 tahun di bidang forwarding dan import, Natindo menangani kebutuhan mulai dari import dalam jumlah kecil hingga pengiriman kargo besar. Untuk kebutuhan perusahaan dengan volume tinggi, tersedia layanan full container (FCL) mulai dari 20 feet hingga 40 feet.

Di sisi lain, importir dengan volume lebih kecil juga dapat menggunakan layanan LCL dan Air Cargo. Natindo turut membantu pembelian barang dari marketplace China seperti Taobao, 1688, Alibaba, AliExpress, danJD.COM, sehingga layanannya dapat digunakan baik oleh reseller dan UMKM maupun perusahaan yang melakukan import dalam skala besar.

Dengan pilihan kapasitas tersebut, Natindo dapat menjadi salah satu alternatif bagi calon importir yang membutuhkan jasa import China untuk berbagai skala pengiriman.

2. Fastindo Cargo

Fastindo Cargo menyediakan layanan forwarder China Indonesia dengan pilihan Sea LCL, Sea FCL, dan Air Cargo.

Salah satu karakteristiknya adalah keberadaan warehouse di beberapa lokasi di China, termasuk Guangzhou dan Yiwu. Fasilitas tersebut dapat membantu importir yang memiliki supplier dari lokasi berbeda dan membutuhkan proses penerimaan serta konsolidasi barang sebelum dikirim ke Indonesia.

Fastindo dapat menjadi alternatif bagi bisnis yang membutuhkan fleksibilitas dalam memilih metode pengiriman untuk proses import barang dari China ke Indonesia.

3. Ducking

Ducking lebih menonjol pada kemudahan proses pembelian barang dari marketplace China. Platform ini mendukung pembelian dari sejumlah marketplace seperti Taobao, 1688, Tmall, dan Alibaba.

Pendekatan tersebut membuat Ducking lebih relevan bagi importir kecil, reseller, dan online seller yang ingin melakukan pembelian dari China tanpa harus mengurus seluruh prosesnya sendiri.

Untuk kebutuhan import dengan volume kecil, kemudahan proses pembelian sekaligus pengiriman dapat menjadi salah satu pertimbangan utama.

4. Wilopo Cargo

Wilopo Cargo menawarkan layanan import dari China ke Indonesia dengan pilihan LCL dan FCL. Dengan pilihan tersebut, Wilopo dapat digunakan untuk kebutuhan pengiriman dengan volume yang berbeda.

Ketersediaan FCL juga membuatnya relevan bagi bisnis yang mulai membutuhkan pengiriman dalam jumlah lebih besar dan tidak lagi hanya mengandalkan pengiriman konsolidasi.

5. Xing Lie Cargo

Xing Lie Cargo menyediakan layanan import barang dari China ke Indonesia melalui jalur laut maupun udara.

Layanannya juga mencakup kebutuhan import dari marketplace seperti Alibaba, AliExpress, 1688, dan Taobao. Pilihan jalur pengiriman tersebut memberikan fleksibilitas bagi importir untuk menyesuaikan pengiriman berdasarkan volume dan kebutuhan waktu.

6. CargoPro

CargoPro merupakan pemain yang relatif baru di bidang jasa import China, dengan fokus pada layanan door-to-door dan konsep All-In.

Tersedia pilihan LCL dan FCL, serta layanan pendukung seperti supplier sourcing. Bagi importir yang mencari alternatif baru dengan pendekatan pelayanan yang modern, CargoPro dapat menjadi salah satu pilihan untuk dibandingkan.

7. Trans Express

Trans Express merupakan salah satu alternatif yang relatif baru untuk kebutuhan pengiriman dan import China ke Indonesia.

Selain pilihan layanan pengiriman, customer service dan komunikasi selama proses import juga menjadi hal yang dapat dipertimbangkan. Trans Express dapat menjadi alternatif bagi importir yang ingin membandingkan pemain baru di industri forwarding.

Memilih Jasa Import China Sesuai Kebutuhan

Tidak ada satu jasa forwarder China Indonesia yang paling sesuai untuk semua kebutuhan. Importir yang membeli beberapa barang dari Taobao atau 1688 tentu memiliki kebutuhan berbeda dengan perusahaan yang mendatangkan satu atau beberapa kontainer setiap bulan.

Sebelum memilih forwarder, perhatikan beberapa faktor seperti minimum volume, pilihan LCL atau FCL, jalur pengiriman, customs clearance, pengalaman perusahaan, review pelanggan, serta cakupan layanan dari China hingga Indonesia.

Dengan memahami kebutuhan terlebih dahulu, importir dapat memilih jasa import China yang tidak hanya menawarkan harga kompetitif, tetapi juga sesuai dengan skala dan pola import masing-masing.

Dengan memahami kebutuhan terlebih dahulu, importir dapat memilih jasa import China yang tidak hanya menawarkan harga kompetitif, tetapi juga sesuai dengan skala dan pola import masing-masing. Bagi Anda yang baru menyusun strategi pengadaan barang lintas negara dan memerlukan referensi prosedural lebih lanjut, Anda dapat mempelajari panduan komprehensif mengenaicara import barang dari china."
Moneter,"Ungkap Pemda Punya Rp 100 Triliun Nganggur, Purbaya Ingatkan Tak Perlu Minjam",https://finance.detik.com/moneter/d-8654381/ungkap-pemda-punya-rp-100-triliun-nganggur-purbaya-ingatkan-tak-perlu-minjam,"Selasa, 08 Sep 2026 19:32 WIB","Selasa, 08 Sep 2026 19:32 WIB",https://awsimages.detik.net.id/community/media/visual/2026/09/07/menteri-keuangan-menkeu-purbaya-yudhi-sadewa-1788758870844_43.jpeg?w=210&q=90,"Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menilai pemerintah daerah (pemda) belum perlu mencari sumber pembiayaan lain lewat penerbitan obligasi.

Pasalnya, pemda masih memiliki cukup anggaran untuk membiayai berbagai program pembangunan.  Pemda memiliki anggaran berlebih atau excess liquidity sebesar Rp 100 triliun.

Menurut Purbaya, anggaran tersebut kerap kali tidak digunakan hingga tenggat waktu penggunaan setiap 31 Desember.

""Setiap tahun tuh daerah ada Rp 100 triliun uang yang enggak kepake, di bulan Desember. Semua ada excess liquidity, excess fund di perbankan Rp 100 triliun,"" ungkap Purbaya kepada wartawan di kawasan Sunter, Jakarta Utara, Selasa (8/9/2026).

Menurutnya, Pemda lebih baik menggunakan dana tersebut untuk mendanai program dan pembangunan ketimbang menerbitkan surat utang daerah. Meski begitu, Purbaya tidak melarang Pemda untuk menerbitkan obligasi jika diperlukan.

""Tapi basically gitu, hitungan saya sih kalau uangnya banyak, ngapain pinjam. Tapi kalau butuh ya enggak apa-apa pinjam saja,"" jelasnya.

Purbaya juga mengingatkan, pengelolaan dana obligasi harus dilakukan secara tepat guna. Pengelolaan risiko ini penting untuk menghindari fraud sebagaimana terjadi pada sejumlah Pemda di Brazil.

""Kalau kita lihat pelajaran di negara Amerika Latin, Brasil kayaknya deh, itu sama. Dulu pernah regionalnya boleh, daerah-daerahnya boleh, provinsi boleh, nerbitin surat utang, dinggapnya tak bisa sama pusat, tapi ketika dia fraud ramai-ramai, yang ditunjuk pusat juga,"" terang Purbaya.

Diberitakan sebelumnya, Purbaya sempat merespons rencana Gubernur DKI Jakarta Pramono Anung yang hendak menerbitkan obligasi daerah. Menurutnya, kondisi keuangan Jakarta sudah mencukupi sehingga tidak perlu mengambil langkah tersebut.

Kendati begitu, Purbaya tetap mempersilakan Pemprov DKI Jakarta apabila memang instrumen itu dirasa mendesak. Namun ketika disinggung permintaan Pramono agar Dana Bagi Hasil (DBH) dicairkan jika penerbitan obligasi tidak diperbolehkan, Purbaya justru mempertanyakan posisi tawar tersebut.

Ia menegaskan penahanan penyaluran DBH untuk wilayah DKI Jakarta telah sesuai dengan aturan perundang-undangan yang berlaku.

""Emang dia bisa neken ya? Ya nggak tahu, kita lihat nanti ke depan. (DBH ditahan) kan disesuaikan dengan kondisi keuangan pemerintah kan DBH itu di undang-undang APBN seperti itu,"" ujar Purbaya di Gedung DPR RI, Jakarta Pusat, Senin (7/9/2026)."
Berita Ekonomi Bisnis,"Graha Merah Putih Akan Disewa BGN, Bos Telkom: Hadirkan Peluang Bisnis Baru",https://finance.detik.com/berita-ekonomi-bisnis/d-8654336/graha-merah-putih-akan-disewa-bgn-bos-telkom-hadirkan-peluang-bisnis-baru,"Selasa, 08 Sep 2026 19:20 WIB","Selasa, 08 Sep 2026 19:20 WIB",https://awsimages.detik.net.id/community/media/visual/2026/09/08/dian-siswarini-1788868751484_43.jpeg?w=210&q=90,"PT Telkom Indonesia (Persero) Tbk (Telkom) menyambut positif rencana pemanfaatan Gedung Graha Merah Putih (GMP) oleh Badan Gizi Nasional (BGN) secara skema Business to Business (B2B). Langkah penyewaan ini menjadi bagian dari strategi leveraging asset perusahaan untuk mengoptimalkan aset properti sekaligus membuka peluang pendapatan baru dari konektivitas digital.

Direktur Utama Telkom, Dian Siswarini menyampaikan bahwa skema bisnis ini dijalankan secara proporsional dengan tetap mengedepankan tata kelola perusahaan yang baik (Good Corporate Governance).

""Bagi TelkomGroup, rencana penyewaan gedung GMP oleh BGN merupakan bentuk leveraging asset yang dapat menghadirkan peluang bisnis baru, termasuk melalui penyediaan layanan konektivitas dan solusi digital unggul dari yang kami miliki,"" ujar Dian dalam keterangannya, Selasa (8/9/2026).

Optimalisasi GMP ini juga dimanfaatkan Telkom untuk menata ulang klasterisasi ruang kerja internal yang sebelumnya masih tersebar di beberapa lokasi di Jakarta. Penataan ini ditujukan agar kolaborasi antar unit kerja menjadi lebih terintegrasi.

""Saat ini, sejumlah unit masih yang berkaitan tersebar di berbagai lokasi kerja di Jakarta. Melalui penataan ini, kami ingin menciptakan lingkungan kerja yang lebih terintegrasi sesuai stream masing-masing unit. Harapannya, ini dapat membuat kolaborasi menjadi lebih mudah, proses kerja semakin efektif, dan produktivitas karyawan semakin meningkat,"" jelas Dian.

Proses transisi penempatan ruang kerja BGN di GMP akan dilakukan secara bertahap setelah seluruh pembahasan negosiasi rampung. Telkom memastikan keamanan, keselamatan, serta kenyamanan operasional karyawan tetap menjadi prioritas utama.

""Berdasarkan hasil survei dan diskusi bersama Telkom, BGN menyampaikan rencana pemanfaatan GMP untuk ruang kerja serta beberapa fasilitas workstation standar. Pemanfaatan tersebut akan dilakukan setelah proses penataan unit-unit di Telkom dan pemindahan peralatan kerja existing ke lokasi yang telah disepakati bersama,"" lanjut Dian.

Bersamaan dengan langkah tersebut, Telkom melanjutkan peremajaan Telkom Integrated Operation Center (TIOC) menggunakan teknologi kecerdasan buatan (AI) dan otomasi. Penataan ruang kerja ini diharapkan mempercepat koordinasi operasional perusahaan secara keseluruhan.

""Penataan ini diarahkan pada pengelompokan unit berdasarkan karakteristik bisnis, sehingga setiap unit dapat menempati lokasi yang lebih terintegrasi. Dengan demikian, koordinasi dan kolaborasi dapat berlangsung lebih cepat, efektif, dan pada akhirnya meningkatkan produktivitas,"" pungkasnya."
Moneter,Penerima Bansos Bakal Dibuatkan Rekening Bank,https://finance.detik.com/moneter/d-8654356/penerima-bansos-bakal-dibuatkan-rekening-bank,"Selasa, 08 Sep 2026 19:08 WIB","Selasa, 08 Sep 2026 19:08 WIB",https://awsimages.detik.net.id/community/media/visual/2024/03/19/bri-gelar-pasar-ramadan-di-bekasi-buka-rekening-dapat-sembako-gratis-3_43.jpeg?w=210&q=90,"Presiden Prabowo Subianto meminta masyarakat untuk memiliki rekening di PT Bank Rakyat Indonesia (Persero) Tbk (BRI) dan PT Bank Syariah Indonesia (Persero) Tbk (BSI). Rekening bank tersebut akan digunakan untuk penyaluran bantuan sosial (bansos) pemerintah.

Menteri Keuangan Purbaya Yudhi Sadewa menjelaskan rekening tersebut nantinya akan diberikan kepada masyarakat di atas usia 18 tahun yang belum memiliki rekening bank. Pembukaan rekening ini dilakukan agar penyaluran bansos bisa cepat dan tepat.

""Itu supaya nanti setiap bantuan itu betul-betul cepat dan tepat sasaran. Bansos dan lain-lain. Itu rencana Pak Presiden seperti itu kelihatannya,"" ujar Purbaya kepada wartawan di kawasan Sunter, Jakarta Utara, Selasa (8/9/2026).

Purbaya menjelaskan, proses pembukaan rekening nantinya akan melibatkan data dari Direktorat Jenderal Kependudukan dan Pencatatan Sipil (Dukcapil), Bank Indonesia (BI), dan Lembaga Penjamin Simpanan (LPS).

""Ada juga kemungkinan, ini sudah selesai sih diskusi kita? Dalam diskusi ya, ada kemungkinan juga nanti setiap orang yang bikin KTP langsung otomatis dibuatkan rekeningnya,"" terangnya.

Sebagai informasi, Menteri Koordinator Perekonomian Airlangga Hartarto usai mengikuti rapat terbatas bersama Prabowo. Pemerintah sebelumnya membahas kepemilikan rekening masyarakat Indonesia serta tingkat inklusi dan literasi keuangan nasional.

Untuk mendorong hal tersebut, Prabowo meminta BRI dan BSI mempersiapkan rekening bagi masyarakat. Rekening yang dipersiapkan tersebut juga akan dimanfaatkan untuk menyalurkan berbagai program pemerintah kepada masyarakat.

Namun, Airlangga belum merinci program apa saja yang nantinya akan disalurkan melalui rekening tersebut.

""Tadi Bapak Presiden meminta agar penduduk Indonesia itu mempunyai rekening koran. Jadi tentu diminta untuk BRI dan juga Bank Syariah Indonesia itu mempersiapkan rekening untuk masyarakat,"" kata Airlangga di Kompleks Istana Kepresidenan, Jakarta, Senin (7/9/2026)."
Berita Ekonomi Bisnis,TelkomProperty Ungkap Pemanfaatan Graha Merah Putih oleh BGN Masih Negosiasi,https://finance.detik.com/berita-ekonomi-bisnis/d-8654315/telkomproperty-ungkap-pemanfaatan-graha-merah-putih-oleh-bgn-masih-negosiasi,"Selasa, 08 Sep 2026 18:50 WIB","Selasa, 08 Sep 2026 18:50 WIB",https://awsimages.detik.net.id/community/media/visual/2026/09/08/telkom-1788868183180_43.jpeg?w=210&q=90,"PT Graha Sarana Duta (TelkomProperty), sebagai pengelola aset Telkom, terus mendukung langkah transformasi TelkomGroup dalam melakukan optimalisasi dan leveraging asset. Langkah ini bertujuan meningkatkan produktivitas, menciptakan efisiensi operasional, serta kontribusi yang lebih optimal dari setiap anak perusahaan.

Direktur Utama TelkomProperty, Didit Sulistyo mengatakan saat ini TelkomProperty tengah melakukan leveraging terhadap 3.010 aset yang dikelola di berbagai lokasi, dengan sekitar 50% telah berhasil dioptimalisasi.

Dalam pelaksanaannya, TelkomProperty terbuka terhadap peluang pemanfaatan aset oleh berbagai pihak, termasuk calon mitra eksternal, melalui mekanisme bisnis yang wajar dan proporsional secara Business to Business (B2B), dengan tetap mengedepankan prinsip tata kelola dan peraturan yang berlaku.

Sejalan dengan langkah tersebut, PT Telkom Landmark Tower (TLT), anak usaha TelkomProperty selaku pengelola Gedung Graha Merah Putih (GMP), terus mendorong leveraging asset. Upaya ini dilakukan dengan membuka peluang untuk para mitra eksternal yang akan menyewa aset gedung yang dimiliki TelkomGroup.

Direktur Utama TLT, Suratman mengatakan sebagai salah satu entitas pengelola aset properti di lingkungan TelkomGroup, optimalisasi aset merupakan bagian dari langkah leveraging asset yang sudah berjalan dalam proses bisnis perusahaannya.

""Tentunya, kami akan selalu berupaya memastikan produktivitas aset untuk dapat melayani kebutuhan TelkomGroup maupun mitra dan tenan eksternal lainnya dengan maksimal,"" ujarnya.

""Rencana pemanfaatan dan penyewaan ruang di Graha Merah Putih oleh Badan Gizi Nasional (BGN) saat ini masih dalam proses negosiasi dan pembahasan lebih lanjut serta dikoordinasikan dengan pihak terkait. Kami berkomitmen menjaga kepastian dan keberlangsungan operasional para tenant yang berada di gedung tersebut. Setiap proses juga akan dilakukan secara tertib dan terukur,"" pungkas Suratman."
Berita Ekonomi Bisnis,"Harga Masker Mahal Imbas Abu Anak Krakatau, Pengawasan Mesti Diperketat",https://finance.detik.com/berita-ekonomi-bisnis/d-8654240/harga-masker-mahal-imbas-abu-anak-krakatau-pengawasan-mesti-diperketat,"Selasa, 08 Sep 2026 17:58 WIB","Selasa, 08 Sep 2026 17:58 WIB",https://awsimages.detik.net.id/community/media/visual/2026/09/07/warga-ramai-ramai-berburu-masker-di-pasar-pramuka-jakarta-timur-karena-munculnya-abu-vulkanik-imbas-erupsi-anak-krakatau-adhfa-1788759226615_43.jpeg?w=210&q=90,"Ketua Badan Perlindungan Konsumen Nasional (BPKN) Muhammad Mufti Mubarok menyebut masyarakat ramai-ramai berburu masker imbas sebaran abu vulkanik Gunung Anak Krakatau. Menurutnya, fenomena panic buying ini juga terjadi di perdagangan elektronik alias e-commerce.

Mufti mengatakan lonjakan permintaan ini membuat para penjual masker yang menaikkan harga di tengah fenomena panic buying.

""Ya, secara online sudah ada sih panic buying kan gitu, artinya mereka-mereka yang kemudian memanfaatkan situasi menjual barang pada saat-saat seperti ini,"" ujar Mufti saat ditemui di Gedung DPR RI, Jakarta, Selasa (8/9/2026).

Menurutnya, lonjakan harga akibat kepanikan konsumen biasanya hanya berlangsung singkat, yakni sekitar satu hingga tiga hari sebelum akhirnya berangsur normal. Kendati begitu, Mufti menegaskan pemerintah harus mengambil tindak tegas agar memperketat pengawasan logistik.

""Memang itu pemerintah harus tegas nanti bagaimana kita kemudian melakukan cek-cek di logistik, di gudang-gudang dan di penjualan karena memang biasanya cuma satu-dua hari, tiga hari, tapi karena mungkin hari keempat, hari kelima sudah normal karena panic buying,"" beber ia.

Sebelumnya, sebaran abu vulkanik erupsi Gunung Anak Krakatau hingga ke wilayah Jakarta menjadi berkah tersendiri bagi para pedagang Pasar Pramuka. Stok masker yang sebelumnya lama tersimpan kini ludes diburu pembeli yang datang ke sentra produk medis di Jakarta Timur itu.

Masalahnya, menipisnya stok masker di tengah lonjakan permintaan yang mendadak membuat harga produk di pasar mengalami peningkatan. Alhasil pedagang terpaksa menyesuaikan harga jual eceran mengikuti kenaikan harga modal dari distributor yang stok masker dagangannya juga mulai habis.

""Semuanya naik, semua masker medis naik. Kenaikannya lumayan, beda Rp 10.000 satu kotak. Yang biasa distributor jual Rp 25.000, sekarang sudah di atas Rp 50.000. Itu kenaikan dari modal doang ya, itu belum harga jual,"" kata salah seorang pedagang di Pasar Pramuka, Yana, kepada detikcom, Selasa (8/9/2026).

Menurut Yana kenaikan harga produk, termasuk masker, memang lumrah terjadi jika permintaan mendadak naik seperti sekarang ini. Sebab ketersediaan stok jadi habis mendadak."
Energi,"Pertamina Waspada Solar Subsidi 'Bocor', Selisih Harga Tembus Rp 18.200",https://finance.detik.com/energi/d-8654238/pertamina-waspada-solar-subsidi-bocor-selisih-harga-tembus-rp-18-200,"Selasa, 08 Sep 2026 17:53 WIB","Selasa, 08 Sep 2026 17:53 WIB",https://awsimages.detik.net.id/community/media/visual/2026/08/02/pertamax-pertamax-turbo-dan-green-95-kompak-turun-harga-1785651003482_43.jpeg?w=210&q=90,"PT Pertamina Patra Niaga mewaspadai adanya potensi penyelewengan bahan bakar minyak (BBM) subsidi jenis solar. Hal ini seiring besarnya perbedaan harga antara Solar subsidi dan BBM nonsubsidi.

Adapun harga Solar subsidi saat ini dipatok Rp 6.800 per liter. Sementara itu, harga BBM jenis Dex di SPBU mencapai sekitar Rp 25.000 per liter.

Direktur Utama PT Pertamina Patra Niaga Mars Ega Legowo Putra mengatakan dengan besarnya harga tersebut berpotensi dimanfaatkan oleh oknum-oknum yang ingin mencari keuntungan.

""Nah, ini juga menjadi faktor yang harus kita antisipasi untuk oknum-oknum mungkin yang ingin mencari kesempatan dalam kesempatan ini,"" ujar Ega dalam RDP dengan Komisi XII DPR, Selasa (8/9/2026).

Meski demikian, Pertamina Patra Niaga berkomitmen akan berusaha untuk memperkuat distribusi BBM subsidi agar penyalurannya tepat sasaran dan hak masyarakat yang berhak menerima subsidi tetap terjaga.

""Kami akan berusaha untuk memberikan distribusi yang terbaik agar hak-hak masyarakat yang memang berhak mendapatkan subsidi ini bisa mendapatkan dan tetap terjaga sehingga pasokan BBM bisa berjalan dengan lancar,"" ujarnya.

Dalam hal pengawasan tersebut, Pertamina Patra Niaga tengah berkoordinasi dengan Bareskrim Mabes Polri untuk membentuk kerja sama pengawasan dalam pelaksanaan di lapangan. Termasuk untuk mengawasi agar solar subsidi tersebut tidak dimanfaatkan oleh industri.

""Karena kami memahami kawan-kawan tim kami juga di lapangan perlu dukungan penguatan dari pusat. Dan pembahasan awal dengan Bareskrim sudah kami lakukan kemarin dan mungkin dalam waktu dekat ini mudah-mudahan perjanjian kerja sama dengan Bareskrim bisa segera terwujud,"" katanya."
Berita Ekonomi Bisnis,TikTok & Tokopedia Buka Suara soal Kabar Blokir-Tahan Saldo Seller,https://finance.detik.com/berita-ekonomi-bisnis/d-8654233/tiktok-tokopedia-buka-suara-soal-kabar-blokir-tahan-saldo-seller,"Selasa, 08 Sep 2026 17:43 WIB","Selasa, 08 Sep 2026 17:43 WIB",https://awsimages.detik.net.id/community/media/visual/2026/09/08/executive-director-of-tokopedia-dan-tiktok-e-commerce-indonesia-stephanie-susilo-1788864073819_43.jpeg?w=210&q=90,"Tokopedia dan TikTok Shop buka suara terkait laporan dari pelaku usaha mikro kecil dan menengah (UMKM) mengenai dugaan pemblokiran akun sepihak dan penahanan saldo. Laporan tersebut disampaikan para UMKM ke Komisi VII DPR RI.

Executive Director of Tokopedia dan TikTok E-commerce Indonesia, Stephanie Susilo mengatakan penangguhan yang dilakukan bersifat sementara. Ia menekankan penjual (seller) dan pembeli merupakan mitra penting bagi platform e-commerce. Keluhan yang disampaikan oleh mereka ditanggapi serius dan ditindak secara menyeluruh.

""Jadi sebetulnya penangguhan dana itu bersifat sementara dan ini kami lakukan untuk melindungi penjual maupun pembeli,"" ujar Stephanie usai rapat dengar pendapat umum bersama Komisi VII DPR RI, Jakarta Pusat, Selasa (8/9/2026).

Ia menjelaskan alasan pihaknya melakukan hal tersebut demi melindungi penjual dan pembeli. Tak hanya itu, ekosistem Tokopedia dan TikTok Shop juga menjadi platform yang aman bagi penjual dan pembeli.

Pihaknya juga sudah menelusuri kepada 217 seller. Dana total penahanan saldo sebesar Rp 24 miliar, bukan Rp 3 triliun seperti yang dilaporkan.""Jadi berdasarkan data yang kami punya, terkait 217 seller yang sudah kami telusuri, dana total itu adalah Rp 24 miliar, di mana untuk sebesar Rp 16,7 miliar memang terdapat kasus fraud. Jadi sangat jauh dibandingkan angka yang beredar sebelumnya,"" beber ia.

Stephanie menjelaskan penangguhan dana dilakukan hanya saat investigasi berlangsung. Apabila hasil investigasi tersebut seller tidak melakukan fraud, ia memastikan dana tersebut akan dirilis oleh platform.

""Untuk jangka waktu investigasi sesuai service level agreement adalah 90 hari plus 90 hari, di mana yang penting untuk juga diketahui oleh teman-teman media adalah kami juga memberikan kesempatan bagi seller untuk mengajukan banding, dan pastinya akan kami telusuri dan tindak lanjuti secara serius,"" tambahnya ia.

Melansir dari unggahan di akun Instagram @dpr_ri, Komisi VII DPR RI menerima pengaduan dari pelaku Usaha Mikro, Kecil, dan Menengah (UMKM) terkait dugaan pembekuan akun secara sepihak oleh sejumlah platform media sosial dan e-commerce. Aduan tersebut datang dari Peradi DPC Bekasi Raya dan Gerakan Ekonomi Kreatif Nasional (Gekrafs) DPC Kota Bekasi.

Berdasarkan laporan yang disampaikan perwakilan UMKM dalam audiensi, estimasi total saldo yang tertahan diproyeksikan mencapai Rp 3 triliun dari sekitar 500 pelaku usaha yang terdampak di seluruh Indonesia.

Menindaklanjuti aduan tersebut, Komisi VII DPR RI akan memanggil terhadap pengelola platform digital seperti TikTok, Tokopedia, dan Shopee untuk mengklarifikasi serta meminta penjelasan secara komprehensif.

DPR juga akan berkoordinasi dengan Kementerian Komunikasi dan Digital (Komdigi) serta Komisi Pengawas Persaingan Usaha (KPPU) guna mengevaluasi regulasi transaksi elektronik. Langkah ini diambil untuk memastikan adanya aturan yang jelas dan adil bagi seluruh pihak dalam ekosistem perdagangan digital.

""Kami tidak bisa hanya mendengar satu sisi. Karena sudah menerima pengaduan, tentu akan kami tindak lanjuti dengan menghadirkan pihak yang diadukan agar persoalan ini memperoleh solusi yang adil,"" ujar Wakil Ketua Komisi VII DPR Evita Nursanty."
